R,C,A,B,C,D,x,y,Readings
4,18,0,0,0,0,0,0,12
4,18,0,0,0,0,0,0,13
4,18,0,0,0,0,0,0,14
4,18,0,0,0,0,0,0,15
4,18,0,0,0,0,0,0,16
4,18,0,0,0,0,0,0,17
4,18,0,0,0,0,0,0,18
4,18,0,0,0,0,0,0,19
4,18,0,0,0,0,0,0,20
4,19,0,0,0,0,0,0,1
4,19,0,0,0,0,0,0,2
4,19,0,0,0,0,0,0,3
4,19,0,0,0,0,0,0,4
4,19,0,0,0,0,0,0,5
4,19,0,0,0,0,0,0,6
4,19,0,0,0,0,0,0,7
4,19,0,0,0,0,0,0,8
4,19,0,0,0,0,0,0,9
4,19,0,0,0,0,0,0,10
4,19,0,0,0,0,0,0,11
4,19,0,0,0,0,0,0,12
4,19,0,0,0,0,0,0,13
4,19,0,0,0,0,0,0,14
4,19,0,0,0,0,0,0,15
4,19,0,0,0,0,0,0,16
4,19,0,0,0,0,0,0,17
4,19,0,0,0,0,0,0,18
4,19,0,0,0,0,0,0,19
4,19,0,0,0,0,0,0,20
4,20,0,0,0,0,0,0,1
4,20,0,0,0,0,0,0,2
4,20,0,0,0,0,0,0,3
4,20,0,0,0,0,0,0,4
4,20,0,0,0,0,0,0,5
4,20,0,0,0,0,0,0,6
4,20,0,0,0,0,0,0,7
4,20,0,0,0,0,0,0,8
4,20,0,0,0,0,0,0,9
4,20,0,0,0,0,0,0,10
4,20,0,0,0,0,0,0,11
4,20,0,0,0,0,0,0,12
4,20,0,0,0,0,0,0,13
4,20,0,0,0,0,0,0,14
4,20,0,0,0,0,0,0,15
4,20,0,0,0,0,0,0,16
4,20,0,0,0,0,0,0,17
4,20,0,0,0,0,0,0,18
4,20,0,0,0,0,0,0,19
4,20,0,0,0,0,0,0,20
5,1,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,2
5,1,0,0,0,0,0,0,3
5,1,0,0,0,0,0,0,4
5,1,0,0,0,0,0,0,5
5,1,0,0,0,0,0,0,6
5,1,0,0,0,0,0,0,7
5,1,0,0,0,0,0,0,8
5,1,0,0,0,0,0,0,9
5,1,0,0,0,0,0,0,10
5,1,0,0,0,0,0,0,11
5,1,0,0,0,0,0,0,12
5,1,0,0,0,0,0,0,13
5,1,0,0,0,0,0,0,14
5,1,0,0,0,0,0,0,15
5,1,0,0,0,0,0,0,16
5,1,0,0,0,0,0,0,17
5,1,0,0,0,0,0,0,18
5,1,0,0,0,0,0,0,19
5,1,0,0,0,0,0,0,20
5,2,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,2
5,2,0,0,0,0,0,0,3
5,2,0,0,0,0,0,0,4
5,2,0,0,0,0,0,0,5
5,2,0,0,0,0,0,0,6
5,2,0,0,0,0,0,0,7
5,2,0,0,0,0,0,0,8
5,2,0,0,0,0,0,0,9
5,2,0,0,0,0,0,0,10
5,2,0,0,0,0,0,0,11
5,2,0,0,0,0,0,0,12
5,2,0,0,0,0,0,0,13
5,2,0,0,0,0,0,0,14
5,2,0,0,0,0,0,0,15
5,2,0,0,0,0,0,0,16
5,2,0,0,0,0,0,0,17
5,2,0,0,0,0,0,0,18
5,2,0,0,0,0,0,0,19
5,2,0,0,0,0,0,0,20
5,3,0,0,0,0,0,0,1
5,3,0,0,0,0,0,0,2
5,3,0,0,0,0,0,0,3
5,3,0,0,0,0,0,0,4
5,3,0,0,0,0,0,0,5
5,3,0,0,0,0,0,0,6
5,3,0,0,0,0,0,0,7
5,3,0,0,0,0,0,0,8
5,3,0,0,0,0,0,0,9
5,3,0,0,0,0,0,0,10
5,3,0,0,0,0,0,0,11
5,3,0,0,0,0,0,0,12
5,3,0,0,0,0,0,0,13
5,3,0,0,0,0,0,0,14
5,3,0,0,0,0,0,0,15
5,3,0,0,0,0,0,0,16
5,3,0,0,0,0,0,0,17
5,3,0,0,0,0,0,0,18
5,3,0,0,0,0,0,0,19
5,3,0,0,0,0,0,0,20
5,4,0,0,0,0,0,0,1
5,4,0,0,0,0,0,0,2
5,4,0,0,0,0,0,0,3
5,4,0,0,0,0,0,0,4
5,4,0,0,0,0,0,0,5
5,4,0,0,0,0,0,0,6
5,4,0,0,0,0,0,0,7
5,4,0,0,0,0,0,0,8
5,4,0,0,0,0,0,0,9
5,4,0,0,0,0,0,0,10
5,4,0,0,0,0,0,0,11
5,4,0,0,0,0,0,0,12
5,4,0,0,0,0,0,0,13
5,4,0,0,0,0,0,0,14
5,4,0,0,0,0,0,0,15
5,4,0,0,0,0,0,0,16
5,4,0,0,0,0,0,0,17
5,4,0,0,0,0,0,0,18
5,4,0,0,0,0,0,0,19
5,4,0,0,0,0,0,0,20
5,5,0,0,0,0,0,0,1
5,5,0,0,0,0,0,0,2
5,5,0,0,0,0,0,0,3
5,5,0,0,0,0,0,0,4
5,5,0,0,0,0,0,0,5
5,5,0,0,0,0,0,0,6
5,5,0,0,0,0,0,0,7
5,5,0,0,0,0,0,0,8
5,5,0,0,0,0,0,0,9
5,5,0,0,0,0,0,0,10
5,5,0,0,0,0,0,0,11
5,5,0,0,0,0,0,0,12
5,5,0,0,0,0,0,0,13
5,5,0,0,0,0,0,0,14
5,5,0,0,0,0,0,0,15
5,5,0,0,0,0,0,0,16
5,5,0,0,0,0,0,0,17
5,5,0,0,0,0,0,0,18
5,5,0,0,0,0,0,0,19
5,5,0,0,0,0,0,0,20
5,6,0,0,0,0,0,0,1
5,6,0,0,0,0,0,0,2
5,6,0,0,0,0,0,0,3
5,6,0,0,0,0,0,0,4
5,6,0,0,0,0,0,0,5
5,6,0,0,0,0,0,0,6
5,6,0,0,0,0,0,0,7
5,6,0,0,0,0,0,0,8
5,6,0,0,0,0,0,0,9
5,6,0,0,0,0,0,0,10
5,6,0,0,0,0,0,0,11
5,6,0,0,0,0,0,0,12
5,6,0,0,0,0,0,0,13
5,6,0,0,0,0,0,0,14
5,6,0,0,0,0,0,0,15
5,6,0,0,0,0,0,0,16
5,6,0,0,0,0,0,0,17
5,6,0,0,0,0,0,0,18
5,6,0,0,0,0,0,0,19
5,6,0,0,0,0,0,0,20
5,7,0,0,0,0,0,0,1
5,7,0,0,0,0,0,0,2
5,7,0,0,0,0,0,0,3
5,7,0,0,0,0,0,0,4
5,7,0,0,0,0,0,0,5
5,7,0,0,0,0,0,0,6
5,7,0,0,0,0,0,0,7
5,7,0,0,0,0,0,0,8
5,7,0,0,0,0,0,0,9
5,7,0,0,0,0,0,0,10
5,7,0,0,0,0,0,0,11
5,7,0,0,0,0,0,0,12
5,7,0,0,0,0,0,0,13
5,7,0,0,0,0,0,0,14
5,7,0,0,0,0,0,0,15
5,7,0,0,0,0,0,0,16
5,7,0,0,0,0,0,0,17
5,7,0,0,0,0,0,0,18
5,7,0,0,0,0,0,0,19
5,7,0,0,0,0,0,0,20
5,8,0,0,0,0,0,0,1
5,8,0,0,0,0,0,0,2
5,8,0,0,0,0,0,0,3
5,8,0,0,0,0,0,0,4
5,8,0,0,0,0,0,0,5
5,8,0,0,0,0,0,0,6
5,8,0,0,0,0,0,0,7
5,8,0,0,0,0,0,0,8
5,8,0,0,0,0,0,0,9
5,8,0,0,0,0,0,0,10
5,8,0,0,0,0,0,0,11
5,8,0,0,0,0,0,0,12
5,8,0,0,0,0,0,0,13
5,8,0,0,0,0,0,0,14
5,8,0,0,0,0,0,0,15
5,8,0,0,0,0,0,0,16
5,8,0,0,0,0,0,0,17
5,8,0,0,0,0,0,0,18
5,8,0,0,0,0,0,0,19
5,8,0,0,0,0,0,0,20
5,9,0,0,0,0,0,0,1
5,9,0,0,0,0,0,0,2
5,9,0,0,0,0,0,0,3
5,9,0,0,0,0,0,0,4
5,9,0,0,0,0,0,0,5
5,9,0,0,0,0,0,0,6
5,9,0,0,0,0,0,0,7
5,9,0,0,0,0,0,0,8
5,9,0,0,0,0,0,0,9
5,9,0,0,0,0,0,0,10
5,9,0,0,0,0,0,0,11
5,9,0,0,0,0,0,0,12
5,9,0,0,0,0,0,0,13
5,9,0,0,0,0,0,0,14
5,9,0,0,0,0,0,0,15
5,9,0,0,0,0,0,0,16
5,9,0,0,0,0,0,0,17
5,9,0,0,0,0,0,0,18
5,9,0,0,0,0,0,0,19
5,9,0,0,0,0,0,0,20
5,10,0,0,0,0,0,0,1
5,10,0,0,0,0,0,0,2
5,10,0,0,0,0,0,0,3
5,10,0,0,0,0,0,0,4
5,10,0,0,0,0,0,0,5
5,10,0,0,0,0,0,0,6
5,10,0,0,0,0,0,0,7
5,10,0,0,0,0,0,0,8
5,10,0,0,0,0,0,0,9
5,10,0,0,0,0,0,0,10
5,10,0,0,0,0,0,0,11
5,10,0,0,0,0,0,0,12
5,10,0,0,0,0,0,0,13
5,10,0,0,0,0,0,0,14
5,10,0,0,0,0,0,0,15
5,10,0,0,0,0,0,0,16
5,10,0,0,0,0,0,0,17
5,10,0,0,0,0,0,0,18
5,10,0,0,0,0,0,0,19
5,10,0,0,0,0,0,0,20
5,11,0,0,0,0,0,0,1
5,11,0,0,0,0,0,0,2
5,11,0,0,0,0,0,0,3
5,11,0,0,0,0,0,0,4
5,11,0,0,0,0,0,0,5
5,11,0,0,0,0,0,0,6
5,11,0,0,0,0,0,0,7
5,11,0,0,0,0,0,0,8
5,11,0,0,0,0,0,0,9
5,11,0,0,0,0,0,0,10
5,11,0,0,0,0,0,0,11
5,11,0,0,0,0,0,0,12
5,11,0,0,0,0,0,0,13
5,11,0,0,0,0,0,0,14
5,11,0,0,0,0,0,0,15
5,11,0,0,0,0,0,0,16
5,11,0,0,0,0,0,0,17
5,11,0,0,0,0,0,0,18
5,11,0,0,0,0,0,0,19
5,11,0,0,0,0,0,0,20
5,12,0,0,0,0,0,0,1
5,12,0,0,0,0,0,0,2
5,12,0,0,0,0,0,0,3
5,12,0,0,0,0,0,0,4
5,12,0,0,0,0,0,0,5
5,12,0,0,0,0,0,0,6
5,12,0,0,0,0,0,0,7
5,12,0,0,0,0,0,0,8
5,12,0,0,0,0,0,0,9
5,12,0,0,0,0,0,0,10
5,12,0,0,0,0,0,0,11
5,12,0,0,0,0,0,0,12
5,12,0,0,0,0,0,0,13
5,12,0,0,0,0,0,0,14
5,12,0,0,0,0,0,0,15
5,12,0,0,0,0,0,0,16
5,12,0,0,0,0,0,0,17
5,12,0,0,0,0,0,0,18
5,12,0,0,0,0,0,0,19
5,12,0,0,0,0,0,0,20
5,13,0,0,0,0,0,0,1
5,13,0,0,0,0,0,0,2
5,13,0,0,0,0,0,0,3
5,13,0,0,0,0,0,0,4
5,13,0,0,0,0,0,0,5
5,13,0,0,0,0,0,0,6
5,13,0,0,0,0,0,0,7
5,13,0,0,0,0,0,0,8
5,13,0,0,0,0,0,0,9
5,13,0,0,0,0,0,0,10
5,13,0,0,0,0,0,0,11
5,13,0,0,0,0,0,0,12
5,13,0,0,0,0,0,0,13
5,13,0,0,0,0,0,0,14
5,13,0,0,0,0,0,0,15
5,13,0,0,0,0,0,0,16
5,13,0,0,0,0,0,0,17
5,13,0,0,0,0,0,0,18
5,13,0,0,0,0,0,0,19
5,13,0,0,0,0,0,0,20
5,14,0,0,0,0,0,0,1
5,14,0,0,0,0,0,0,2
5,14,0,0,0,0,0,0,3
5,14,0,0,0,0,0,0,4
5,14,0,0,0,0,0,0,5
5,14,0,0,0,0,0,0,6
5,14,0,0,0,0,0,0,7
5,14,0,0,0,0,0,0,8
5,14,0,0,0,0,0,0,9
5,14,0,0,0,0,0,0,10
5,14,0,0,0,0,0,0,11
5,14,0,0,0,0,0,0,12
5,14,0,0,0,0,0,0,13
5,14,0,0,0,0,0,0,14
5,14,0,0,0,0,0,0,15
5,14,0,0,0,0,0,0,16
5,14,0,0,0,0,0,0,17
5,14,0,0,0,0,0,0,18
5,14,0,0,0,0,0,0,19
5,14,0,0,0,0,0,0,20
5,15,0,0,0,0,0,0,1
5,15,0,0,0,0,0,0,2
5,15,0,0,0,0,0,0,3
5,15,0,0,0,0,0,0,4
5,15,0,0,0,0,0,0,5
5,15,0,0,0,0,0,0,6
5,15,0,0,0,0,0,0,7
5,15,0,0,0,0,0,0,8
5,15,0,0,0,0,0,0,9
5,15,0,0,0,0,0,0,10
5,15,0,0,0,0,0,0,11
5,15,0,0,0,0,0,0,12
5,15,0,0,0,0,0,0,13
5,15,0,0,0,0,0,0,14
5,15,0,0,0,0,0,0,15
5,15,0,0,0,0,0,0,16
5,15,0,0,0,0,0,0,17
5,15,0,0,0,0,0,0,18
5,15,0,0,0,0,0,0,19
5,15,0,0,0,0,0,0,20
5,16,0,0,0,0,0,0,1
5,16,0,0,0,0,0,0,2
5,16,0,0,0,0,0,0,3
5,16,0,0,0,0,0,0,4
5,16,0,0,0,0,0,0,5
5,16,0,0,0,0,0,0,6
5,16,0,0,0,0,0,0,7
5,16,0,0,0,0,0,0,8
5,16,0,0,0,0,0,0,9
5,16,0,0,0,0,0,0,10
5,16,0,0,0,0,0,0,11
5,16,0,0,0,0,0,0,12
5,16,0,0,0,0,0,0,13
5,16,0,0,0,0,0,0,14
5,16,0,0,0,0,0,0,15
5,16,0,0,0,0,0,0,16
5,16,0,0,0,0,0,0,17
5,16,0,0,0,0,0,0,18
5,16,0,0,0,0,0,0,19
5,16,0,0,0,0,0,0,20
5,17,0,0,0,0,0,0,1
5,17,0,0,0,0,0,0,2
5,17,0,0,0,0,0,0,3
5,17,0,0,0,0,0,0,4
5,17,0,0,0,0,0,0,5
5,17,0,0,0,0,0,0,6
5,17,0,0,0,0,0,0,7
5,17,0,0,0,0,0,0,8
5,17,0,0,0,0,0,0,9
5,17,0,0,0,0,0,0,10
5,17,0,0,0,0,0,0,11
5,17,0,0,0,0,0,0,12
5,17,0,0,0,0,0,0,13
5,17,0,0,0,0,0,0,14
5,17,0,0,0,0,0,0,15
5,17,0,0,0,0,0,0,16
5,17,0,0,0,0,0,0,17
5,17,0,0,0,0,0,0,18
5,17,0,0,0,0,0,0,19
5,17,0,0,0,0,0,0,20
5,18,0,0,0,0,0,0,1
5,18,0,0,0,0,0,0,2
5,18,0,0,0,0,0,0,3
5,18,0,0,0,0,0,0,4
5,18,0,0,0,0,0,0,5
5,18,0,0,0,0,0,0,6
5,18,0,0,0,0,0,0,7
5,18,0,0,0,0,0,0,8
5,18,0,0,0,0,0,0,9
5,18,0,0,0,0,0,0,10
5,18,0,0,0,0,0,0,11
5,18,0,0,0,0,0,0,12
5,18,0,0,0,0,0,0,13
5,18,0,0,0,0,0,0,14
5,18,0,0,0,0,0,0,15
5,18,0,0,0,0,0,0,16
5,18,0,0,0,0,0,0,17
5,18,0,0,0,0,0,0,18
5,18,0,0,0,0,0,0,19
5,18,0,0,0,0,0,0,20
5,19,0,0,0,0,0,0,1
5,19,0,0,0,0,0,0,2
5,19,0,0,0,0,0,0,3
5,19,0,0,0,0,0,0,4
5,19,0,0,0,0,0,0,5
5,19,0,0,0,0,0,0,6
5,19,0,0,0,0,0,0,7
5,19,0,0,0,0,0,0,8
5,19,0,0,0,0,0,0,9
5,19,0,0,0,0,0,0,10
5,19,0,0,0,0,0,0,11
5,19,0,0,0,0,0,0,12
5,19,0,0,0,0,0,0,13
5,19,0,0,0,0,0,0,14
5,19,0,0,0,0,0,0,15
5,19,0,0,0,0,0,0,16
5,19,0,0,0,0,0,0,17
5,19,0,0,0,0,0,0,18
5,19,0,0,0,0,0,0,19
5,19,0,0,0,0,0,0,20
5,20,0,0,0,0,0,0,1
5,20,0,0,0,0,0,0,2
5,20,0,0,0,0,0,0,3
5,20,0,0,0,0,0,0,4
5,20,0,0,0,0,0,0,5
5,20,0,0,0,0,0,0,6
5,20,0,0,0,0,0,0,7
5,20,0,0,0,0,0,0,8
5,20,0,0,0,0,0,0,9
5,20,0,0,0,0,0,0,10
5,20,0,0,0,0,0,0,11
5,20,0,0,0,0,0,0,12
5,20,0,0,0,0,0,0,13
5,20,0,0,0,0,0,0,14
5,20,0,0,0,0,0,0,15
5,20,0,0,0,0,0,0,16
5,20,0,0,0,0,0,0,17
5,20,0,0,0,0,0,0,18
5,20,0,0,0,0,0,0,19
5,20,0,0,0,0,0,0,20
6,1,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,2
6,1,0,0,0,0,0,0,3
6,1,0,0,0,0,0,0,4
6,1,0,0,0,0,0,0,5
6,1,0,0,0,0,0,0,6
6,1,0,0,0,0,0,0,7
6,1,0,0,0,0,0,0,8
6,1,0,0,0,0,0,0,9
6,1,0,0,0,0,0,0,10
6,1,0,0,0,0,0,0,11
6,1,0,0,0,0,0,0,12
6,1,0,0,0,0,0,0,13
6,1,0,0,0,0,0,0,14
6,1,0,0,0,0,0,0,15
6,1,0,0,0,0,0,0,16
6,1,0,0,0,0,0,0,17
6,1,0,0,0,0,0,0,18
6,1,0,0,0,0,0,0,19
6,1,0,0,0,0,0,0,20
6,2,0,0,0,0,0,0,1
6,2,0,0,0,0,0,0,2
6,2,0,0,0,0,0,0,3
6,2,0,0,0,0,0,0,4
6,2,0,0,0,0,0,0,5
6,2,0,0,0,0,0,0,6
6,2,0,0,0,0,0,0,7
6,2,0,0,0,0,0,0,8
6,2,0,0,0,0,0,0,9
6,2,0,0,0,0,0,0,10
6,2,0,0,0,0,0,0,11
6,2,0,0,0,0,0,0,12
6,2,0,0,0,0,0,0,13
6,2,0,0,0,0,0,0,14
6,2,0,0,0,0,0,0,15
6,2,0,0,0,0,0,0,16
6,2,0,0,0,0,0,0,17
6,2,0,0,0,0,0,0,18
6,2,0,0,0,0,0,0,19
6,2,0,0,0,0,0,0,20
6,3,0,0,0,0,0,0,1
6,3,0,0,0,0,0,0,2
6,3,0,0,0,0,0,0,3
6,3,0,0,0,0,0,0,4
6,3,0,0,0,0,0,0,5
6,3,0,0,0,0,0,0,6
6,3,0,0,0,0,0,0,7
6,3,0,0,0,0,0,0,8
6,3,0,0,0,0,0,0,9
6,3,0,0,0,0,0,0,10
6,3,0,0,0,0,0,0,11
6,3,0,0,0,0,0,0,12
6,3,0,0,0,0,0,0,13
6,3,0,0,0,0,0,0,14
6,3,0,0,0,0,0,0,15
6,3,0,0,0,0,0,0,16
6,3,0,0,0,0,0,0,17
6,3,0,0,0,0,0,0,18
6,3,0,0,0,0,0,0,19
6,3,0,0,0,0,0,0,20
6,4,0,0,0,0,0,0,1
6,4,0,0,0,0,0,0,2
6,4,0,0,0,0,0,0,3
6,4,0,0,0,0,0,0,4
6,4,0,0,0,0,0,0,5
6,4,0,0,0,0,0,0,6
6,4,0,0,0,0,0,0,7
6,4,0,0,0,0,0,0,8
6,4,0,0,0,0,0,0,9
6,4,0,0,0,0,0,0,10
6,4,0,0,0,0,0,0,11
6,4,0,0,0,0,0,0,12
6,4,0,0,0,0,0,0,13
6,4,0,0,0,0,0,0,14
6,4,0,0,0,0,0,0,15
6,4,0,0,0,0,0,0,16
6,4,0,0,0,0,0,0,17
6,4,0,0,0,0,0,0,18
6,4,0,0,0,0,0,0,19
6,4,0,0,0,0,0,0,20
6,5,0,0,0,0,0,0,1
6,5,0,0,0,0,0,0,2
6,5,0,0,0,0,0,0,3
6,5,0,0,0,0,0,0,4
6,5,0,0,0,0,0,0,5
6,5,0,0,0,0,0,0,6
6,5,0,0,0,0,0,0,7
6,5,0,0,0,0,0,0,8
6,5,0,0,0,0,0,0,9
6,5,0,0,0,0,0,0,10
6,5,0,0,0,0,0,0,11
6,5,0,0,0,0,0,0,12
6,5,0,0,0,0,0,0,13
6,5,0,0,0,0,0,0,14
6,5,0,0,0,0,0,0,15
6,5,0,0,0,0,0,0,16
6,5,0,0,0,0,0,0,17
6,5,0,0,0,0,0,0,18
6,5,0,0,0,0,0,0,19
6,5,0,0,0,0,0,0,20
6,6,0,0,0,0,0,0,1
6,6,0,0,0,0,0,0,2
6,6,0,0,0,0,0,0,3
6,6,0,0,0,0,0,0,4
6,6,0,0,0,0,0,0,5
6,6,0,0,0,0,0,0,6
6,6,0,0,0,0,0,0,7
6,6,0,0,0,0,0,0,8
6,6,0,0,0,0,0,0,9
6,6,0,0,0,0,0,0,10
6,6,0,0,0,0,0,0,11
6,6,0,0,0,0,0,0,12
6,6,0,0,0,0,0,0,13
6,6,0,0,0,0,0,0,14
6,6,0,0,0,0,0,0,15
6,6,0,0,0,0,0,0,16
6,6,0,0,0,0,0,0,17
6,6,0,0,0,0,0,0,18
6,6,0,0,0,0,0,0,19
6,6,0,0,0,0,0,0,20
6,7,0,0,0,0,0,0,1
6,7,0,0,0,0,0,0,2
6,7,0,0,0,0,0,0,3
6,7,0,0,0,0,0,0,4
6,7,0,0,0,0,0,0,5
6,7,0,0,0,0,0,0,6
6,7,0,0,0,0,0,0,7
6,7,0,0,0,0,0,0,8
6,7,0,0,0,0,0,0,9
6,7,0,0,0,0,0,0,10
6,7,0,0,0,0,0,0,11
6,7,0,0,0,0,0,0,12
6,7,0,0,0,0,0,0,13
6,7,0,0,0,0,0,0,14
6,7,0,0,0,0,0,0,15
6,7,0,0,0,0,0,0,16
6,7,0,0,0,0,0,0,17
6,7,0,0,0,0,0,0,18
6,7,0,0,0,0,0,0,19
6,7,0,0,0,0,0,0,20
6,8,0,0,0,0,0,0,1
6,8,0,0,0,0,0,0,2
6,8,0,0,0,0,0,0,3
6,8,0,0,0,0,0,0,4
6,8,0,0,0,0,0,0,5
6,8,0,0,0,0,0,0,6
6,8,0,0,0,0,0,0,7
6,8,0,0,0,0,0,0,8
6,8,0,0,0,0,0,0,9
6,8,0,0,0,0,0,0,10
6,8,0,0,0,0,0,0,11
6,8,0,0,0,0,0,0,12
6,8,0,0,0,0,0,0,13
6,8,0,0,0,0,0,0,14
6,8,0,0,0,0,0,0,15
6,8,0,0,0,0,0,0,16
6,8,0,0,0,0,0,0,17
6,8,0,0,0,0,0,0,18
6,8,0,0,0,0,0,0,19
6,8,0,0,0,0,0,0,20
6,9,0,0,0,0,0,0,1
6,9,0,0,0,0,0,0,2
6,9,0,0,0,0,0,0,3
6,9,0,0,0,0,0,0,4
6,9,0,0,0,0,0,0,5
6,9,0,0,0,0,0,0,6
6,9,0,0,0,0,0,0,7
6,9,0,0,0,0,0,0,8
6,9,0,0,0,0,0,0,9
6,9,0,0,0,0,0,0,10
6,9,0,0,0,0,0,0,11
6,9,0,0,0,0,0,0,12
6,9,0,0,0,0,0,0,13
6,9,0,0,0,0,0,0,14
6,9,0,0,0,0,0,0,15
6,9,0,0,0,0,0,0,16
6,9,0,0,0,0,0,0,17
6,9,0,0,0,0,0,0,18
6,9,0,0,0,0,0,0,19
6,9,0,0,0,0,0,0,20
6,10,0,0,0,0,0,0,1
6,10,0,0,0,0,0,0,2
6,10,0,0,0,0,0,0,3
6,10,0,0,0,0,0,0,4
6,10,0,0,0,0,0,0,5
6,10,0,0,0,0,0,0,6
6,10,0,0,0,0,0,0,7
6,10,0,0,0,0,0,0,8
6,10,0,0,0,0,0,0,9
6,10,0,0,0,0,0,0,10
6,10,0,0,0,0,0,0,11
6,10,0,0,0,0,0,0,12
6,10,0,0,0,0,0,0,13
6,10,0,0,0,0,0,0,14
6,10,0,0,0,0,0,0,15
6,10,0,0,0,0,0,0,16
6,10,0,0,0,0,0,0,17
6,10,0,0,0,0,0,0,18
6,10,0,0,0,0,0,0,19
6,10,0,0,0,0,0,0,20
6,11,0,0,0,0,0,0,1
6,11,0,0,0,0,0,0,2
6,11,0,0,0,0,0,0,3
6,11,0,0,0,0,0,0,4
6,11,0,0,0,0,0,0,5
6,11,0,0,0,0,0,0,6
6,11,0,0,0,0,0,0,7
6,11,0,0,0,0,0,0,8
6,11,0,0,0,0,0,0,9
6,11,0,0,0,0,0,0,10
6,11,0,0,0,0,0,0,11
6,11,0,0,0,0,0,0,12
6,11,0,0,0,0,0,0,13
6,11,0,0,0,0,0,0,14
6,11,0,0,0,0,0,0,15
6,11,0,0,0,0,0,0,16
6,11,0,0,0,0,0,0,17
6,11,0,0,0,0,0,0,18
6,11,0,0,0,0,0,0,19
6,11,0,0,0,0,0,0,20
6,12,0,0,0,0,0,0,1
6,12,0,0,0,0,0,0,2
6,12,0,0,0,0,0,0,3
6,12,0,0,0,0,0,0,4
6,12,0,0,0,0,0,0,5
6,12,0,0,0,0,0,0,6
6,12,0,0,0,0,0,0,7
6,12,0,0,0,0,0,0,8
6,12,0,0,0,0,0,0,9
6,12,0,0,0,0,0,0,10
6,12,0,0,0,0,0,0,11
6,12,0,0,0,0,0,0,12
6,12,0,0,0,0,0,0,13
6,12,0,0,0,0,0,0,14
6,12,0,0,0,0,0,0,15
6,12,0,0,0,0,0,0,16
6,12,0,0,0,0,0,0,17
6,12,0,0,0,0,0,0,18
6,12,0,0,0,0,0,0,19
6,12,0,0,0,0,0,0,20
6,13,0,0,0,0,0,0,1
6,13,0,0,0,0,0,0,2
6,13,0,0,0,0,0,0,3
6,13,0,0,0,0,0,0,4
6,13,0,0,0,0,0,0,5
6,13,0,0,0,0,0,0,6
6,13,0,0,0,0,0,0,7
6,13,0,0,0,0,0,0,8
6,13,0,0,0,0,0,0,9
6,13,0,0,0,0,0,0,10
6,13,0,0,0,0,0,0,11
6,13,0,0,0,0,0,0,12
6,13,0,0,0,0,0,0,13
6,13,0,0,0,0,0,0,14
6,13,0,0,0,0,0,0,15
6,13,0,0,0,0,0,0,16
6,13,0,0,0,0,0,0,17
6,13,0,0,0,0,0,0,18
6,13,0,0,0,0,0,0,19
6,13,0,0,0,0,0,0,20
6,14,0,0,0,0,0,0,1
6,14,0,0,0,0,0,0,2
6,14,0,0,0,0,0,0,3
6,14,0,0,0,0,0,0,4
6,14,0,0,0,0,0,0,5
6,14,0,0,0,0,0,0,6
6,14,0,0,0,0,0,0,7
6,14,0,0,0,0,0,0,8
6,14,0,0,0,0,0,0,9
6,14,0,0,0,0,0,0,10
6,14,0,0,0,0,0,0,11
6,14,0,0,0,0,0,0,12
6,14,0,0,0,0,0,0,13
6,14,0,0,0,0,0,0,14
6,14,0,0,0,0,0,0,15
6,14,0,0,0,0,0,0,16
6,14,0,0,0,0,0,0,17
6,14,0,0,0,0,0,0,18
6,14,0,0,0,0,0,0,19
6,14,0,0,0,0,0,0,20
6,15,0,0,0,0,0,0,1
6,15,0,0,0,0,0,0,2
6,15,0,0,0,0,0,0,3
6,15,0,0,0,0,0,0,4
6,15,0,0,0,0,0,0,5
6,15,0,0,0,0,0,0,6
6,15,0,0,0,0,0,0,7
6,15,0,0,0,0,0,0,8
6,15,0,0,0,0,0,0,9
6,15,0,0,0,0,0,0,10
6,15,0,0,0,0,0,0,11
6,15,0,0,0,0,0,0,12
6,15,0,0,0,0,0,0,13
6,15,0,0,0,0,0,0,14
6,15,0,0,0,0,0,0,15
6,15,0,0,0,0,0,0,16
6,15,0,0,0,0,0,0,17
6,15,0,0,0,0,0,0,18
6,15,0,0,0,0,0,0,19
6,15,0,0,0,0,0,0,20
6,16,0,0,0,0,0,0,1
6,16,0,0,0,0,0,0,2
6,16,0,0,0,0,0,0,3
6,16,0,0,0,0,0,0,4
6,16,0,0,0,0,0,0,5
6,16,0,0,0,0,0,0,6
6,16,0,0,0,0,0,0,7
6,16,0,0,0,0,0,0,8
6,16,0,0,0,0,0,0,9
6,16,0,0,0,0,0,0,10
6,16,0,0,0,0,0,0,11
6,16,0,0,0,0,0,0,12
6,16,0,0,0,0,0,0,13
6,16,0,0,0,0,0,0,14
6,16,0,0,0,0,0,0,15
6,16,0,0,0,0,0,0,16
6,16,0,0,0,0,0,0,17
6,16,0,0,0,0,0,0,18
6,16,0,0,0,0,0,0,19
6,16,0,0,0,0,0,0,20
6,17,0,0,0,0,0,0,1
6,17,0,0,0,0,0,0,2
6,17,0,0,0,0,0,0,3
6,17,0,0,0,0,0,0,4
6,17,0,0,0,0,0,0,5
6,17,0,0,0,0,0,0,6
6,17,0,0,0,0,0,0,7
